135652,139312,139672,139632,139432,102632,140332,139252,102672,134952,130412,33512,102752,102112,78532,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139332,102632,134952,3054,102792,3527,6446,102252,102392,6463,102512,1530,1655,8792,1238,13032,11912,2604,6423,2580,6337,5786,5951,5525,5543,5057,3457,3450,5056,3451,2720,3234,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,134912,5978,130412,3287,102252,8792,102512,5017,5534,3495,5997,8812,11712,6446,6312,2586,5543,5550,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,134912,139472,130412,5978,963,184,4188,3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134932,135652,140772,6422,139252,130412,102792,8992,8892,2576,102252,102272,102392,77352,184,6446,6340,2580,5998,6420,5997,6301,102752,6425,8772,3428,8792,5062,6439,6463,3068,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134912,102512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139632,779,139252,1587,1650,1586,130412,33512,139412,139372,102292,2843,5747,6301,8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,1064,138832,139292,135652,134912,139632,139432,33512,130412,134932,8892,116772,1117,2667,1512,3151,53,1178,2613,864,3495,5977,413,846,782,120732,780,1374,1375,1600,1816,2673,443,2547,5788,8752,3756,5532,79372,5933,5747,714,1635,193,2592,2845,5521,3516,2545,3375,2544,191,656,1089,1071,497,2783,2680,1983,818,5045,4181,4188,2660,3145,2144,2742,5022,984,2601,4720,5454,2717,1539,1672,1193,5057,419,2740,5797,5793,5830,1270,969,686,2731,1699,3365,1552,835,5550,1659,2993,3461,1665,5027,5056,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139252,102792,102392,102752,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139392,78552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,102892,139312,134912,138832,140772,134932,139612,139252,139292,130412,235,953,4312442,5052,102792,5796,102112,102392,102272,103032,102032,102732,102592,8772,102512,102752,115632,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134932,130412,33512,103032,102252,2594,103012,102592,77352,1509,5807,1512,5798,8772,2576,8792,281,6433,8752,11712,6301,6448,6432,6463,6341,5992,5998,6007,5997,6011,6000,5994,1193,3462,5784,5776,1552,2061,3461,3068,3071,1588,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78352,3461,139252,134932,130412,1650,2932,710,6446,53,844,1523,687,835,6425,102392,11732,8892,78552,6312,1512,78512,949,8772,78272,8812,6345,78572,13032,12592,959,8792,12872,8932,6340,5800,4181,2580,419,6301,6439,6434,6420,4341,7452,6326,1553,6481,6341,6339,5998,6304,620,6311,6310,5507,1359,3135,408,5989,5996,5997,5993,5747,2680,1539,184,4404,5793,3462,5776,1699,3516,3375,1672,5070,5526,1732,5506,2546,1660,3486,3450,3530,5022,5020,5017,1552,1559,3494,3271,2592,988,3451,3464,723,2572,3101,3398,2539,2595,952,2760,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102772,5809,8792,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139252,139312,135652,139632,139272,134952,5058,102792,5800,963,91972,952,1626,1625,5938,1624,1021,102392,102252,53,102232,102152,2576,5550,102512,2572,78512,1512,2580,67712,6446,3446,5977,5556,79472,8812,8752,2725,1661,1660,3271,11712,685,3433,709,8792,6432,11732,6434,10752,529,8312,3220,5797,6341,5515,5786,6425,5070,5069,6304,5990,628,6000,2735,3429,3462,5542,5809,5830,835,528,3425,3420,3419,2732,2731,5548,3523,5534,809,297,2793,1663,1662,1839,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,139312,134912,138832,139632,139432,139272,139612,102632,139252,5978,33512,130412,78552,140552,102392,102792,8892,6446,102272,102112,79312,102312,102892,53,78132,78112,102592,78752,102552,77352,102512,5997,1512,78352,8772,115632,78572,11672,77812,103,6311,9152,7452,12872,8792,11732,9052,9032,8932,11712,6438,8992,11912,333,425,6447,6427,6423,6441,6439,6432,6434,6463,6425,6420,1650,3440,1553,6340,6339,6330,6328,6304,6326,6312,6310,5992,5027,4340,1672,2592,6001,5788,5990,5988,5970,3756,184,5800,5793,5809,5548,191,289,3271,686,2762,3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,134912,134932,142612,139352,140332,139252,139292,102672,134952,1064,102792,77952,102312,1635,3764,102252,102512,6311,1376,8892,78612,5058,2654,78552,102392,102552,6445,11932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139252,130412,102252,102392,8772,425,1586,1650,8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33512,102392,1699,4268,5977,5550,1663,91212,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,8892,8792,12872,6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,135652,140552,139252,130412,3527,8772,78352,11932,11692,8752,8792,9052,8932,8992,3120,6301,6420,2025,1973,3398,5998,1359,5997,2660,1650,1855,4058,1379,1659,5070,1656,3450,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134912,139252,130412,102792,4026,102752,3461,6475,5800,6427,964,10312,1650,4388,963,1586,102732,2576,2591,1553,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134912,963,1857,3548,1293,2661,2660,1672,119312,5798,4349,3450,6312,4388,6330,5027,8932,6339,6310,5998,238,1552,835,3461,818,5997,2584,1588,184,3464,4188,4340,687,3071,3068,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,1699,102392,78552,425,3423,5788,2688,6463,4188,79472,91212,6082,7452,239,1090,1089,6446,6434,2580,1635,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139432,102312,77352,78352,8772,8812,78832,8792,12872,6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134932,5978,78352,132112,102312,1451,7452,11712,6433,6446,6340,6339,6330,5992,6311,177,5989,113,5997,5993,5996,1552,1512,5800,5793,5747,1650,1586,3462,5526,451,3786,5532,5520,1540,3450,2732,1064,2580,5062,3461,191,2762,2804,3494,2844,1699,2614,1575,992,893,2592,1574,2546,59,2569,2843,2575,637,1655,1530,1587,297,282,1618,1617,1616,1615,1614,1613,311,53,173,475,323,249,515,514,1539,1383,981,735,617,616,1523,982,816,815,622,621,620,456,1449,1448,858,857,835,734,733,732,731,1715,1596,1595,1594,1593,894,752,759,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,11732,139312,139272,1064,135252,13032,134932,78492,102632,140332,33512,3258,6463,710,113132,4555,28152,3068,2688,11672,1539,566,1394,3498,451,782,5125,2546,3495,5045,419,134672,102112,102252,5909,506,102312,53,1635,102552,2602,78792,78512,12392,110,102512,844,2744,887,6260,2680,5997,5996,78352,8772,78612,1065,281,1066,2091,249,5800,5793,620,1593,6311,8812,77692,78832,2033,2668,3398,2487,835,1530,2923,1672,856,959,676,697,2576,6425,12872,11712,11912,688,4471,5064,4203,949,184,6446,5747,3494,6432,6423,6434,6441,775,1293,2575,2721,1732,1359,5567,1586,6312,1407,1270,5993,2592,3116,5965,4083,5786,1106,5998,5029,2572,4340,1071,1376,2539,2580,2673,3450,,,,,,,,,,,,,,,,,,,,,,,,,
5998,6446,135652,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139332,135652,140552,6301,5747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139352,6422,102112,102392,78352,79472,78272,2953,12872,9152,11912,1064,1201,638,6447,7452,6432,6446,6439,6420,2251,2069,1089,6339,2673,3504,5596,5797,5795,5069,5809,5018,5017,5526,468,5063,5033,5066,5062,5029,3466,3452,3498,3451,3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832,134932,139252,2742,6420,1553,980,2673,8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139272,139252,134952,139472,2430940,33512,102112,11712,102552,102272,102792,3461,102392,6339,8892,11732,5526,102252,103012,102832,102772,102812,102592,102292,3450,71992,5064,5795,5797,3242,5802,8792,2580,439,5997,413,122732,4026,78512,78352,8772,184,78432,1089,11932,78812,5806,5020,8752,5057,12872,6446,5542,1489,6301,6304,79372,46932,2131,6438,8992,3786,1262,5990,6000,1691,191,6310,5998,5830,5056,5058,3271,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135652,134912,138832,3365,139252,139432,139352,139292,33512,130412,5788,1699,856,2013,2261,8892,1759,1275,6328,79312,78552,78532,2725,5995,102512,77352,3398,4340,5507,6001,6330,6418,77552,79472,78512,75912,520,3495,1512,78352,78612,3450,963,965,78432,11932,249,91212,9192,1586,516,79332,78372,78192,78572,77692,78272,9092,12492,77812,77972,7452,8932,1650,5018,5485,548,3284,2717,4075,444,3307,5513,959,2589,1552,15072,12872,3494,2601,853,9032,12592,12392,9152,425,1089,1844,686,1293,620,5057,994,4203,5027,2676,1631,1792,4161,4300,2588,637,6312,2029,113,2251,864,687,3784,4313162,5776,930,623,5548,2845,2743,2722,2741,1539,1078,5537,2732,6000,289,7,3242,5968,2074,5933,2098,3461,861,530,862,2742,67712,1656,5424,522,2719,,,,,,,,,,,,,
2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134912,138832,130412,102792,78552,102252,115632,5069,6304,5542,5747,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
